time,price_avg,vol_sum,id_count,buy_vol,sell_vol
2022-01-04,59.55463140258497,16355100,4178,2351678.807154927,451463.983512407
2022-01-05,59.75719246031746,17583300,3024,2275050.110517031,490120.875569407
2022-01-06,59.014709595959594,26684400,3960,8428000.051264899,703066.59129752
2022-01-07,58.53858137829912,21422700,2728,5577060.184933138,779427.0501385301
2022-01-10,58.3917089678511,12365300,3546,1410592.3601447446,412293.9944463288
2022-01-11,58.3873121869783,13104500,2396,2733783.1635586275,554935.1611542339
2022-01-12,58.52112417340191,21461000,2722,641518.5230186533,1422161.5153377918
2022-01-13,58.37653846153846,12121800,2600,468486.3892139526,744315.9781839448
2022-01-14,58.214944649446494,14546700,2439,527956.9177681678,649441.3812755871
2022-01-17,58.410991379310346,18333400,2320,406692.0258009113,915789.232510545
2022-01-18,58.27238805970149,14560400,2546,532111.3911974527,692475.0907673377
2022-01-19,57.958809135399676,9474900,2452,384846.9794577403,376609.807848275
2022-01-20,58.27653276955603,17776300,2365,508101.70714116987,705421.2703131099
2022-01-21,58.36635514018692,14519200,2140,631042.1476252518,483836.9947111511
2022-01-24,59.033038585209006,26158200,3110,716695.0984273286,924575.0336627974
2022-01-25,58.80545680767864,21437400,2813,674387.9916748541,922681.8326193796
2022-01-26,59.283670886075946,16609200,3950,511159.3665286225,378238.0350572665
2022-01-27,59.1287837469321,36894600,3667,846408.979011835,892345.6822684256
2022-01-28,61.199016702586206,65971600,7424,1015706.5576463614,1257481.9446225273
2022-01-31,62.33213271103896,34580900,4928,3966563.496333205,925829.8446370006
2022-02-01,62.42051070840198,17442700,2428,2148363.881853409,1009038.0966958363
2022-02-02,62.986528592375365,24718700,2728,2430649.6499213297,859923.134467798
2022-02-03,63.313856589147285,15336100,2580,1103093.9073504996,620526.7700537806
2022-02-04,62.98233372921615,20721000,1684,3234328.7018054407,851940.5256918059
2022-02-07,62.943732193732195,18637800,3159,1838126.914817689,688127.5232583013
2022-02-08,62.67062615101289,29591500,2715,4837051.019763968,999732.298387548
2022-02-09,63.65716803760282,40215500,4255,6423531.468869231,819218.5301197891
2022-02-10,63.95340030911901,24066200,3235,4843332.056025429,1125248.9137795449
2022-02-11,63.747035040431264,24698300,3710,2652746.6275357073,650574.1098797371
2022-02-14,64.10021028793271,12959400,3091,2470165.9415751947,571879.4946528447
2022-02-15,64.27407987470635,14939100,2554,2122053.448743765,781609.550055441
2022-02-17,65.44705073349633,40287800,6544,2400656.9538020827,734975.7909382347
2022-02-18,65.64231242312424,31528300,4065,2111477.77084144,889050.5546160087
2022-02-21,66.62545620437956,50658800,6028,4058664.857854828,817585.6536057012
2022-02-22,66.17259064885496,37904700,4192,4331549.866582722,817088.9191961362
2022-02-23,67.40635984182776,29650000,4552,3428551.861475297,820778.7819930748
2022-02-24,66.31215150932513,47415600,5201,4002415.9600677923,1516492.7682890638
2022-02-25,67.21079167560609,45123900,4661,3414812.6152257826,771843.34201076
2022-02-28,67.6344309866263,37591300,3963,7354912.643495256,1027394.8907169964
2022-03-01,67.90514098201264,37053500,4114,3140779.0104479445,1117102.9043475622
2022-03-02,67.79876071345842,29635000,4317,4933388.532835964,874889.4109918922
2022-03-03,68.6282866836302,24616400,4716,2583098.5345999254,730632.5460387616
2022-03-04,68.09040274207369,26344400,3501,5699481.73376116,815180.1972138328
2022-03-07,65.75075025008336,51355500,5998,5942843.510310981,1125715.0058626619
2022-03-08,65.21809125036096,57619500,6926,3590725.6630130857,1250959.8626670456
2022-03-09,65.84453928905519,45638400,4276,5263725.113770237,1950450.5603003097
2022-03-10,66.10928203094011,23141800,2521,3141673.162220603,1829511.252425503
2022-03-11,65.92405618964004,28377200,4556,3908388.1718984637,673001.8949924619
2022-03-14,66.07439869547493,17831900,2453,2584476.144267802,971495.2034455981
2022-03-15,66.1856343283582,22706900,3484,2575086.3405370843,1171618.449990736
2022-03-16,67.25331174565794,32093700,3397,4017516.292289015,925394.2461952027
2022-03-17,67.92186815593517,21068800,4566,2958807.258414132,593432.7048534154
2022-03-18,67.32198905109489,52528500,2740,34130602.3231679,599025.9140753738
2022-03-21,67.25409441233141,22865000,2076,3834062.6436191974,1153579.038920401
2022-03-22,66.158525621816,38701400,3337,4469795.603196487,1342533.4370068447
2022-03-23,65.2397228277795,33188700,3211,4287148.250916338,947827.273478996
2022-03-24,64.3802400270453,28260700,2958,4120829.8517925534,1170357.0417719744
2022-03-25,64.4545,23685900,2000,3483916.2624322213,657756.5336231102
2022-03-28,64.22444196428572,13445800,2240,4310431.35715148,555192.7301587302
2022-03-29,64.41028656971771,17931900,2338,2679987.6241245205,765565.4734449465
2022-03-30,65.4078592612564,20868300,3709,2242179.3144472213,515040.5385173224
2022-03-31,65.23131846635368,23141300,2556,5651929.174403153,1042002.4387301455
2022-04-01,65.12555697008276,8247400,1571,1859117.1221797462,472686.438529679
2022-04-04,65.39952229299364,11758700,1570,1772660.683491227,520272.1095622195
2022-04-05,65.67287390029325,13746600,1705,1786365.4918690668,425110.4358944284
2022-04-07,65.26841980573325,23070900,4221,2633901.558879397,1015116.3990217824
2022-04-08,66.77214611872147,25951700,3285,2885051.896990179,730714.6130428797
2022-04-11,66.69201631701631,15221400,1716,2742686.8321867883,711595.9624008719
2022-04-12,67.35621630727763,20802900,2968,1157342.1037690595,659402.1457640541
2022-04-18,67.07069757727652,12871800,2394,2539513.11960549,484226.2388269907
2022-04-19,66.72622478386167,22037800,2429,3069409.413572273,818382.2502057209
2022-04-20,67.13326322115384,15438700,1664,2284038.7007344654,679916.8016274468
2022-04-21,65.9735276167226,27299600,3277,3412131.574403813,869831.8614076336
2022-04-22,65.82710417892878,16830000,1699,2793878.5015156213,579381.2472701138
2022-04-25,65.46607611548556,22887600,3810,4543784.755317142,373308.85513642576
2022-04-26,65.81416666666667,28082600,2400,5628896.618314451,778421.7173067972
2022-04-27,65.75216697080292,15824200,2192,2273847.919804247,738687.9183802898
2022-04-28,65.10682883939039,18503100,1706,4121088.4478397975,874576.5966810967
2022-04-29,65.33205213903743,14485600,1496,3863317.732904107,434646.4563214563
2022-05-03,65.13254817987152,15138900,2335,1273869.6682712585,540467.2657729852
2022-05-05,66.42611683848797,18695700,2328,1976131.7367643076,594907.0667775436
2022-05-06,65.2979233226837,22110000,3443,3657827.0203129784,504075.82398407446
2022-05-09,64.58405671296296,15528400,1728,6160064.365852892,681844.8666666385
2022-05-10,64.21788159484494,22547000,2483,5472051.862261383,567245.9384433774
2022-05-11,63.85055812163203,13531700,2598,3196438.312946112,796122.4403970639
2022-05-12,62.87363560033585,35470100,3573,4011478.1231448594,908285.5837315982
2022-05-13,63.36790293040293,16993700,2184,3148604.946109648,716100.0110044796
2022-05-17,63.59178885630499,27806200,3410,3875330.0284471726,816869.1005109681
2022-05-18,63.99653337633021,20772700,3101,2860302.6214691643,503231.13558917854
2022-05-19,64.02876676986584,20221800,1938,3874274.917675161,779039.3336395214
2022-05-20,64.68867768595041,25225800,3025,2599521.1737395963,867792.6269211973
2022-05-23,64.81146408839778,20903100,3258,4351585.852722578,585096.5752445045
2022-05-24,64.23934875228241,20107800,3286,2335821.299513575,975510.8858857017
2022-05-25,63.82616918844567,23895600,2908,567461.188660559,1059919.5625367167
2022-05-26,63.7021463757917,8461900,1421,622308.1548450666,615453.9678948503
2022-05-27,64.69013157894737,13933700,2280,349097.5114647376,537214.3325260471
2022-05-30,65.77530097817908,17274600,2658,2498120.475755659,851224.3483534366
2022-05-31,65.5619216113228,27951700,1837,16866288.260347843,820830.0513521567
2022-06-01,65.77838758516276,9510400,1321,2402285.3224141086,412916.70402473345
2022-06-02,65.34272727272727,19462600,1650,4053062.3280578293,947268.2443724881
2022-06-06,64.70175159235669,11968500,1570,1313484.1370816093,441099.2031192322
2022-06-07,64.11039831482191,13362900,2611,1843262.8571428573,598505.6778546678
2022-06-08,63.72838936091615,21141900,2707,2269568.8067691866,616255.0141146588
2022-06-09,63.42896354852876,17992700,2277,2169012.7780607194,739052.8720238562
2022-06-10,63.52302393038433,9552400,1379,2260062.261579278,552158.6795496446
2022-06-13,62.55470914127424,23144400,2527,4727298.987730265,1235642.2385435812
2022-06-14,62.13904694167852,21158700,2109,2321989.8333162554,878777.7713788586
2022-06-15,61.21999620205089,38241200,5266,3894174.901452965,1039348.9290236012
2022-06-16,60.65644038294169,37261700,3447,7033385.173985736,993726.7897796839
2022-06-17,60.024937482634066,44633100,3599,13826348.178545753,1240456.458868487
2022-06-20,60.08986508191455,29635400,3113,3970451.9454690735,1680398.3880406371
2022-06-21,59.858536585365854,18986400,2050,3082637.098212495,665245.5252643693
2022-06-22,59.015359859567,23586800,5127,2530577.6469058567,442623.43920607306
2022-06-23,59.36944314459523,10437100,2137,1846724.5539899305,607605.1411545197
2022-06-24,59.40956790123457,25596300,2430,3755521.6735692825,895939.3588445438
2022-06-27,60.3541598960026,23734700,3077,5014976.707574023,569895.9747597486
2022-06-28,60.70918367346939,27419700,3626,4311283.239303904,662052.492187214
2022-06-29,61.00740441572429,26553900,3714,3274177.3360553076,795922.5972575216
2022-06-30,60.843652715323415,29630500,2891,6793662.2279716935,874857.6477771095
2022-07-01,61.71121332670313,29062500,4022,3399491.241980579,753522.0136571332
2022-07-04,61.64991974317817,10460100,3115,2058843.211614094,465483.29598524043
2022-07-05,61.16318681318681,30715700,2730,3463596.5229736622,1347643.8349343105
2022-07-06,61.49489671931956,24308800,4115,3151822.7290227595,683275.1335387055
2022-07-07,63.59470348087667,44512500,4654,5643768.896911917,726588.7055438834
2022-07-08,63.37525354969574,12908200,1972,2789750.832162305,611923.6472254681
2022-07-11,62.71825396825397,14090200,1575,2603109.1095739584,586557.2004466122
2022-07-12,62.45211226851852,17119800,1728,1749339.35892177,752133.8693508962
2022-07-14,61.36598964555954,18507500,2511,5121714.529478458,741922.2664079915
2022-07-15,60.83247605533877,21752200,2819,5804546.896161258,434763.80816263246
2022-07-18,61.34445585215606,16200600,1948,2738106.437192918,620424.6375308082
2022-07-19,60.93312284730195,17419100,1742,2136192.2065201355,900948.5411388107
2022-07-20,59.93184224457385,39620100,3778,5686627.852483787,603874.4369455362
2022-07-21,60.443218954248366,18413900,4284,2733577.283154344,391323.8404982555
2022-07-22,60.88404522613065,15747400,1990,2259434.44724181,579458.4301533526
2022-07-25,61.37012987012987,10426900,1463,2450885.5874434826,516080.83315213455
2022-07-26,60.358944050433415,24032400,2538,3333930.3178181946,911726.8149579923
2022-07-27,60.64818381948266,15780900,1817,3138794.6723682196,844737.1263760506
2022-08-01,59.77606239057775,51217800,6283,5500413.278563492,773860.5062842227
2022-08-02,60.04826443057722,25332400,2564,4637476.884597802,597624.676652851
2022-08-03,59.738324420677365,18013100,2805,2304069.894155112,630316.1580527743
2022-08-04,59.89603645612548,18009800,2359,3969253.116139737,1140463.8678126086
2022-08-05,59.9311345646438,12361400,1895,2596928.7902439837,477813.8868820993
2022-08-08,59.904233553666984,27774600,3177,8745381.967889208,649388.8839030823
2022-08-09,60.59648688767937,16211900,2021,3784073.842008423,616867.1006076207
2022-08-10,60.847926829268296,18794700,2050,4371635.5462410115,686959.8497747463
2022-08-11,59.86391581079126,52825600,6913,5239941.511856658,1088704.5391541498
2022-08-15,59.58267883676502,44494800,4711,3866762.1412914046,806222.2422586255
2022-08-16,59.55380938586327,23517800,3452,5637445.281216691,698928.3949222303
2022-08-17,60.23,32504900,4550,6268070.643868535,723702.788317806
2022-08-18,60.99263080324245,15816800,2714,3221151.7914674133,549875.6045344425
2022-08-19,61.19639210347175,19341200,2938,4080346.1502415203,654350.2426498826
2022-08-22,60.85165635238442,13125100,2747,3858691.435312648,423912.09092665854
2022-08-23,61.117912575229646,18034500,3157,2782421.2339502983,460407.5377339501
2022-08-24,61.655313351498634,16261500,2202,2203150.2654073266,578032.2492793484
2022-08-25,61.68935873605948,14368900,2152,2513871.7113115643,702927.9442135668
2022-08-26,61.6842277486911,13433800,1528,2738223.844847911,353981.63955946214
2022-08-29,60.44291995148575,19801400,3298,2938064.44809679,578690.926574511
2022-08-30,60.799919484702095,19269900,2484,2476222.3706521676,527732.8073340856
2022-08-31,61.19762757385855,20982800,2234,10091208.219830774,361381.11593918473
2022-09-01,60.66650471960022,30250900,3602,2098569.6580798402,590508.602498206
2022-09-02,60.14145636971724,26799700,3289,3847291.224956585,540934.9161713836
2022-09-05,59.643437167199146,27724500,3756,3076252.2639641287,961235.8214037368
2022-09-06,59.52898832684825,29090600,2570,4023744.8538427516,550322.0465185855
2022-09-07,59.92994821634062,14398500,1738,4702009.980589585,302175.8385758386
2022-09-08,60.64340373431283,26242000,3267,3568115.044302946,660810.7406114242
2022-09-09,60.333048676345,20393200,2342,3580832.7377938563,580585.0178192552
2022-09-12,60.391331658291456,14422500,1990,2367912.9593417095,528896.3267764488
2022-09-13,60.33046181172291,13586400,2815,2844431.0114468164,553704.9510169174
2022-09-14,59.823074335687856,22540400,2973,2985438.0669418713,817106.2467060413
2022-09-15,59.62716049382716,14807800,2430,3500863.6115328777,658563.7263021859
2022-09-16,59.22792511700468,36237100,3205,15129592.173770951,1141118.6738931194
2022-09-19,58.353914405010435,33090900,4790,2891777.256730085,567016.0800007365
2022-09-20,58.26659356725146,53999000,6840,6210832.63586213,746370.2338113901
2022-09-21,57.88065683992759,28090600,3867,4842348.923842187,532168.49959879
2022-09-22,56.937888971869555,56249000,8034,5365816.005430868,1268367.3941922346
2022-09-23,56.8750645994832,26654900,3870,3110708.858576596,550654.9250102505
2022-09-26,56.23100020708221,33251100,4829,4111386.7747277953,1008956.4377096207
2022-09-27,56.63032824253476,24101600,4387,2660235.5724110994,665084.9502602658
2022-09-28,56.5086423896627,41096100,5959,5469653.297999365,657764.625509475
2022-09-29,56.611129458388376,41835600,4542,4654465.197561024,722146.7666007485
2022-09-30,56.395013342228154,21333200,2998,6327223.344875024,398183.7326074165
2022-10-03,54.581336053034164,62953000,7844,5579410.101840051,1485024.6952353255
2022-10-04,53.5508,43459000,6250,3144558.595028429,788198.685442897
2022-10-05,54.76872852233677,28256500,2910,3454014.890494069,810777.9687719739
2022-10-06,54.666495901639344,24564400,2440,5967167.545660447,621801.6374005611
2022-10-07,53.94330183435242,10685200,1799,2802425.4551271796,400690.08424645365
2022-10-10,54.70780477316706,50531500,4651,4232270.111578908,895478.2440507357
2022-10-11,54.984671125975474,35956200,3588,3901161.4253392434,1235984.8878572844
2022-10-12,54.935101375814625,11986000,2762,1918175.868922709,195765.938020313
2022-10-17,56.07983308877476,52251500,5452,6617663.290878535,692033.8652887271
2022-10-18,58.03040416971471,51093500,5468,4880615.905960171,828964.6951517819
2022-10-19,58.25,20507600,3541,2947500.3618072607,462135.64352228056
2022-10-20,58.130011058888584,23050000,3617,4533301.675192419,693560.8349578273
2022-10-21,58.32867231638418,12285900,1770,2789989.882246377,611958.0581738523
2022-10-25,58.60453040337146,17435500,3322,4214591.301449286,489161.2944956695
2022-10-26,59.253786008230456,25114900,6075,2364457.8634772836,464508.2924175569
2022-10-27,60.233066666666666,25852600,3750,4547410.122149005,697215.3242612772
2022-10-28,60.03279235215651,22334900,2249,3766034.3232799433,650651.1434789912
2022-10-31,60.00173130193906,24112700,2166,6838474.8432873655,977961.3640230737
2022-11-01,60.41927453769559,17562500,2109,4104860.8434572825,781564.37486928
2022-11-02,60.87090947726307,17611100,2353,4433742.02085394,546322.7935607868
2022-11-03,60.59865134865135,8770500,1001,2148665.426890209,750753.5464535465
2022-11-04,61.06991116261105,22535200,2589,8670599.530491993,605089.3330383926
2022-11-07,61.020027089783284,19480500,2584,6883145.363775989,416207.51747398154
2022-11-08,60.93809849521204,12615600,1462,2916105.4976404966,494005.26629072684
2022-11-09,60.95352472996021,18960300,1759,4250526.850132395,774057.9121779102
2022-11-10,60.55472467709041,13478300,1471,3004421.118043611,471955.30405121634
2022-11-11,61.190137307434696,24384600,2986,4584043.695368223,580372.0646114338
2022-11-14,61.353931772188496,24391400,3459,2570474.7561198603,716685.3796689311
2022-11-15,61.25646663217796,12587400,1933,2604502.7515025246,585282.171527303
2022-11-16,61.24212683347714,16292500,2318,3041937.062001055,843110.3980820053
2022-11-17,62.02292699414151,43093600,4438,4679039.655169701,882947.2372503577
2022-11-18,62.878948225333765,29794200,3071,3666197.4629589235,598889.5073449961
2022-11-21,62.75681171207808,18041000,2459,3542330.6463575945,413063.8899202943
2022-11-22,63.28125,13086500,2512,2692498.824294349,381830.86175622465
2022-11-23,62.613560885608855,23263300,2710,4693774.597868457,834802.4960067509
2022-11-24,62.9454253611557,13649600,1869,2975320.4117108616,494056.157585966
2022-11-25,62.84730344379467,8857100,1539,1667305.942342394,519182.8253968254
2022-11-28,62.59508852084523,8931000,1751,2379465.5929792887,570705.2773266631
2022-11-29,62.83085370173574,29660400,2823,4276692.1395798735,723884.9548995872
2022-11-30,63.78252452245741,37448200,1937,19571444.244854514,833832.6231691482
2022-12-01,65.36939258846475,39364100,3589,3765900.1619392643,978302.6856574483
2022-12-02,64.3713649462929,23447200,3817,2811685.5435148766,731285.1181320655
2022-12-06,64.07683645183646,25501700,2886,9395148.547132207,1028099.4507674058
2022-12-07,64.53578680203046,25015900,3940,3971163.1699235514,1293720.4075343667
2022-12-08,64.5076377523186,11405300,1833,2276338.2178876917,933164.5349011099
2022-12-09,64.5400826446281,11399300,1815,1761038.476468679,631425.0303142105
2022-12-13,65.2048051418078,29029000,4901,5107658.61147249,818326.2656730494
2022-12-14,65.6692844677138,22165000,2865,6472573.339306221,863354.9264310085
2022-12-15,65.32200082169268,25289900,2434,4097113.0239091935,995220.0131662502
2022-12-16,65.37469623329284,19432300,1646,8302804.720422296,612923.13124074
2022-12-19,66.02622039632672,10737100,2069,708259.2504900167,504460.31119145156
2022-12-20,65.3930119176598,20532400,1846,512800.57669454726,1079037.7508167922
2022-12-21,65.80200789993417,12339600,1519,828349.1517008018,432421.4285714286
2022-12-22,66.03318230277185,9995100,1876,574627.7908112039,407400.1939519381
2022-12-23,66.22013782542113,7114300,1306,530009.6580231241,481844.8005039336
2022-12-26,66.21986970684038,6220000,614,587319.1666666666,428022.46031746035
2022-12-27,67.23185335298453,26141200,2714,1253377.6161507266,512935.74494949495
2022-12-28,67.55917808219178,16029500,1825,830139.720519959,458330.44326763065
2022-12-29,67.75196648426812,19398800,2924,765880.8953790051,434610.2586050787
2022-12-30,68.35375131164743,19002000,1906,1050348.214290745,611761.3711000852
2023-01-03,68.82985257985258,27891600,2849,1077736.5281502823,653139.7639891979
2023-01-04,69.4014423076923,20326800,3120,494920.85965718597,715607.5307718525
2023-01-05,69.26790235081374,14476300,2765,608836.9014004739,852342.774244088
2023-01-06,70.27226269985833,29701100,4941,440820.3849964425,987720.7888842084
2023-01-09,72.61953674905877,47036700,6109,777473.6279787604,1007369.9842244772
2023-01-10,71.73571806400423,37524800,3781,787068.6450184064,966906.979080811
2023-01-11,68.80201821147051,57946300,7358,738024.35692574,1182041.9925564323
2023-01-12,68.29246245132579,25720900,5393,608861.5962352505,640255.5050743489
2023-01-13,68.32205073349633,18148900,3272,609326.5395484739,563808.3921678012
2023-01-16,68.23086956521739,18593600,2300,554338.2603799709,494852.93510659557
2023-01-17,68.72894342048865,26439300,4666,738206.0122782731,444302.0644928172
2023-01-18,68.12221927966101,22338600,1888,1216591.550871524,731643.3736332225
2023-01-19,68.58619550858653,18585000,2271,708338.8074180401,660973.5026347555
2023-01-20,68.00705609146124,23682000,2799,478561.5714172897,998732.1401615436
2023-01-23,69.00918836140889,21562600,2612,538659.6389616589,687292.5989562832
2023-01-24,69.88722178060414,20266900,2516,730685.217170386,863326.2031140685
2023-01-25,69.79939626783754,20931000,2733,642864.9141579597,884879.181497729
2023-01-26,69.42004906333631,23696500,2242,1018491.0489240615,1240213.639404657
2023-01-27,68.73893289841565,18765000,2146,585570.1033834375,694765.2713534539
2023-01-30,68.58931552587646,22221700,2396,1106259.7930738272,349837.5292018974
2023-01-31,67.10553313151699,48996100,5946,577205.1941059575,1338823.68544334
2023-02-01,66.95435435435435,33068000,3330,1079122.7208874961,859156.3632029244
2023-02-02,67.21664493698393,12640600,2301,339396.84301809303,643178.598794193
2023-02-03,67.36196707471507,9732100,2369,403177.70314349694,329947.3015873016
2023-02-06,66.88626476072095,17317400,3218,385677.09489135706,560960.7606310956
2023-02-07,66.77307692307693,16845900,2275,440633.34878522827,784647.4935750702
2023-02-08,66.90563821456539,7880400,1277,312918.6568986569,363071.2274926693
2023-02-09,66.57513416815742,16828100,1677,659080.4898696075,1010301.9280459005
2023-02-10,66.94817470664928,12494600,1534,605888.0036325231,414378.9333078224
